source,statement,description,link
Nancy Pelosi,"“80% of the American people support our Dreamers. Over 70% think they should have a path to citizenship, and that's Democrats, Republicans, independents.”","stated on June 23, 2020 in a Telemundo interview:",https://www.politifact.com/factchecks/2020/jun/26/nancy-pelosi/fact-checking-nancy-pelosis-claim-high-public-supp/
Donald Trump,"As of June 23, the COVID-19 death rate is “way down.”","stated on June 23, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/jun/24/donald-trump/donald-trump-accurate-deaths-coronavirus-are-falli/
Chris Jacobs,"Says Nate McMurray said that “gun owners are part of the most insecure and dangerous club on earth,” that “the NRA are homegrown terrorists,” and that “abortion opponents are the American Taliban.”","stated on June 13, 2020 in remarks in a debate:",https://www.politifact.com/factchecks/2020/jun/18/chris-jacobs/fact-checking-claims-chris-jacobs-nate-mcmurray-de/
Facebook posts,A white armed-robbery suspect was sentenced to two years in jail while a black armed-robbery suspect was sentenced to 26 years in prison by the same Florida judge.,"stated on June 11, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/jun/17/facebook-posts/was-race-only-difference-sentencing-two-defendants/
Rashida Tlaib,"“Detroit spent $294 million on police last year, and $9 million on health.”","stated on June 4, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/jun/16/rashida-tlaib/fact-checking-rep-tlaibs-claim-detroits-police-hea/
Beth Parlato,"Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”","stated on May 7, 2020 in a video in a tweet:",https://www.politifact.com/factchecks/2020/jun/12/beth-parlato/congressional-candidate-stretches-cuomos-remarks-e/
Kamala Harris,Says the Obama administration was doing pattern-or-practice investigations of discrimination by police departments and “Donald Trump came in with Jeff Sessions and undid those.”,"stated on June 1, 2020 in a CNN interview:",https://www.politifact.com/factchecks/2020/jun/04/kamala-harris/fact-checking-kamala-harris-claim-about-trump-and-/
Joe Biden,Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,"stated on May 21, 2020 in a statement:",https://www.politifact.com/factchecks/2020/jun/01/joe-biden/fact-checking-joe-bidens-claim-trump-delayed-8-bil/
Roy Cooper,"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.","stated on May 12, 2020 in a press conference:",https://www.politifact.com/factchecks/2020/jun/01/roy-cooper/nc-governor-mostly-right-about-indoor-worship-and-/
Facebook posts,Says researchers found a “fabric that kills coronaviruses”,"stated on May 21, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/may/30/facebook-posts/research-fabric-can-neutralize-coronavirus-masks/
Kim Reynolds,Iowa has “the highest high-school graduation rate in the country.”,"stated on January 14, 2020 in the Condition of the State address:",https://www.politifact.com/factchecks/2020/may/29/kim-reynolds/iowa-leads-nation-overall-high-school-graduation-r/
Theresa Greenfield,“I’ve taken a pledge not to take one dime of corporate PAC donations.”,"stated on May 18, 2020 in a debate:",https://www.politifact.com/factchecks/2020/may/28/theresa-greenfield/heresa-greenfields-no-corporate-pac-pledge-needs-s/
Facebook posts,"""Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.""","stated on May 14, 2020 in on social media:",https://www.politifact.com/factchecks/2020/may/26/facebook-posts/yes-cares-act-has-tax-break-benefits-43000-million/
Donald Trump,"""Under three years of my administration, net farm income has already gone up nearly 50%.""","stated on January 30, 2020 in remarks at a public event in Des Moines:",https://www.politifact.com/factchecks/2020/may/22/donald-trump/farm-income-federal-aid-accounts-much-increase/
Viral image,A long list shows “new CDC guidelines for reopening schools.”,"stated on May 20, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/may/22/viral-image/cdc-has-new-suggestions-how-protect-students-and-s/
Chris Taylor,“Getting access to a gun in America is easier than adopting a dog or registering to vote.”,"stated on December 13, 2019 in news release:",https://www.politifact.com/factchecks/2020/may/22/chris-taylor/lawmaker-makes-point-buying-gun-easier-adopting-do/
Greg Abbott,“Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.”,"stated on May 5, 2020 in a press conference:",https://www.politifact.com/factchecks/2020/may/21/greg-abbott/how-many-coronavirus-deaths-are-people-over-65/
Nick Freitas,"“VA Democrats authorized for early release over 4,000 inmates, 60% of which are incarcerated for violent offenses.”","stated on April 28, 2020 in a Facebook post.:",https://www.politifact.com/factchecks/2020/may/20/nick-freitas/virginia-freeing-thousands-violent-inmates-early/
Facebook posts,“Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.”,"stated on May 11, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/may/19/facebook-posts/yes-pennsylvanias-governor-blocked-company-makes-a/
Facebook posts,"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”","stated on May 12, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/may/18/facebook-posts/house-coronavirus-bill-would-aid-immigrants-relati/
Facebook posts,"“Beachgoers trash Florida beaches with 13,000 pounds of litter after beaches reopen.”","stated on May 12, 2020 in a headline in a Facebook post:",https://www.politifact.com/factchecks/2020/may/18/facebook-posts/reopened-florida-beach-leads-more-trash/
Chip Roy,Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,"stated on May 6, 2020 in an interview:",https://www.politifact.com/factchecks/2020/may/18/chip-roy/no-spike-tied-voting-data-leaves-questions/
Facebook posts,“(Retail) milk has gone up 7.5% since this time last year. The price farmers are paid has dropped 23%.”,"stated on May 2, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/may/15/facebook-posts/yes-payments-dairy-farmers-have-dropped-even-retai/
Coalition for the Homeless,"New York City could pay to house its homeless population in hotel rooms currently sitting vacant, but Mayor Bill de Blasio “has absolutely to this point refused to do that.”","stated on April 8, 2020 in a newspaper interview:",https://www.politifact.com/factchecks/2020/may/13/coalition-homeless/fact-checking-claim-about-hotel-rooms-and-homeless/
Kirsten Gillibrand,“Immigrants make up a majority of essential workers in places like New York City.”,"stated on April 21, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/may/07/kirsten-gillibrand/do-immigrants-make-majority-essential-workers-new-/
Nate McMurray,Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,"stated on April 8, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/may/06/nathan-mcmurray/nate-mcmurray-target-tweet-about-chris-jacobs-sick/
Tony Evers,"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1,400 lives.""","stated on April 21, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/may/01/tony-evers/has-safer-home-wisconsin-saved-300-lives/
Facebook posts,COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,"stated on April 26, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/experts-say-covid-19-may-well-be-here-stay-even-af/
Andrew Cuomo,"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”","stated on April 12, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/apr/29/andrew-cuomo/what-gov-cuomo-got-right-about-disparity-between-s/
Facebook posts,"During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”","stated on April 22, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/yes-san-francisco-residents-formed-anti-mask-leagu/
Mun Choi,"“The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.”","stated on February 25, 2020 in an email update:",https://www.politifact.com/factchecks/2020/apr/24/mun-choi/um-system-president-rates-mostly-true-claim-about-/
Tom Tiffany,Says Department of Health Services Secretary Andrea Palm is a “career bureaucrat with no past ties to Wisconsin.”,"stated on April 20, 2020 in a public forum:",https://www.politifact.com/factchecks/2020/apr/22/tom-tiffany/state-health-secretary-andrea-palm-not-wisconsin-s/
Jay Inslee,Stay-at-home orders “actually are the law of these states.”,"stated on April 19, 2020 in an interview on ABC's ""This Week"":",https://www.politifact.com/factchecks/2020/apr/21/jay-inslee/are-stay-home-orders-laws-jay-inslee-said/
Gretchen Whitmer,"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”","stated on April 15, 2020 in an April 15, 2020 press conference:",https://www.politifact.com/factchecks/2020/apr/17/gretchen-whitmer/what-1918-flu-pandemic-shows-us-about-social-dista/
Public Citizen,"Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined.","stated on April 4, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/apr/16/public-citizen/yes-millions-us-have-lost-job-related-health-insur/
Facebook posts,Images show COVID-19 victims being buried in mass graves in New York City.,"stated on April 10, 2020 in Facebook posts:",https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/fact-checking-posts-about-mass-graves-nyc/
Bernie Sanders,"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.""","stated on April 8, 2020 in an op-ed published in The Guardian:",https://www.politifact.com/factchecks/2020/apr/13/bernie-sanders/sanders-coronavirus-relief-effort-congress-fell-sh/
Viral image,"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order.","stated on April 8, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/apr/09/viral-image/la-county-sheriffs-deputies-arrested-paddle-boarde/
Dan Patrick,"Says for the coronavirus, “the death rate in Texas, per capita of 29 million people, we're one of the lowest in the country.""","stated on March 31, 2020 in a briefing:",https://www.politifact.com/factchecks/2020/apr/03/dan-patrick/now-texas-among-states-lowest-coronavirus-death-ra/
