source,statement,description,link
Paul Bettencourt,"""194,000 criminal aliens booked into Texas jails from 2011-2019 were charged with more than 299,000 criminal offenses.""","stated on April 2, 2019 in a resolution:",https://www.politifact.com/factchecks/2019/apr/08/paul-bettencourt/texas-legislation-missing-important-info-about-cri/
Miro Weinberger,"""The public health science is clear that the use of the addiction medicine buprenorphine saves lives whether that use has been prescribed or not.""","stated on April 3, 2019 in state of the city speech:",https://www.politifact.com/factchecks/2019/apr/07/miro-weinberger/does-science-show-unprescribed-buprenorphine-saves/
Republican Party of Wisconsin,"""FYI: the last statewide recount in WI was in 2016. After that recount, the vote margin changed by only 131 out of the 2.7 million votes cast."" ","stated on April 3, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/apr/07/republican-party-wisconsin/state-gops-claim-about-recount-hits-target/
John Flanagan,"The state budget fully funds ""an initiative to provide free college tuition for illegal immigrants, while rejecting an increase in Tuition Assistance Program funding that would help middle-class families afford college."" ","stated on April 1, 2019 in a news release:",https://www.politifact.com/factchecks/2019/apr/07/john-flanagan/flanagan-criticizes-dream-act-funding/
Donna Campbell,"Abortion providers perform almost 60,000 procedures in Texas every year.","stated on April 1, 2019 in the Texas Senate:",https://www.politifact.com/factchecks/2019/apr/05/donna-campbell/how-many-abortions-are-performed-annually-texas/
Julián Castro,"Says that the George W. Bush administration in 2005 revived a long-standing law when it ""decided to charge those that crossed the border with criminal violations, rather than civil ones.""","stated on April 1, 2019 in a Medium post:",https://www.politifact.com/factchecks/2019/apr/05/julian-castro/fact-checking-julian-castro-bushs-2005-immigration/
Mitch Carmichael,"In West Virginia, ""our students enter in at fourth grade the first time they’re tested, 37th or 38th in the nation—which is not good, but it’s not horrible. By the time they’re in the 8th grade, they’re 46th or 47th, and then upon 11th grade testing they’re near last.""","stated on February 14, 2019 in an interview with WV MetroNews:",https://www.politifact.com/factchecks/2019/apr/03/mitch-carmichael/have-west-virginia-test-scores-tended-drop-between/
Jeremiah Samples,"""We have had an increase of 67 percent (in) the number of children taken into state custody since 2014.""","stated on February 28, 2019 in testimony before the West Virginia state Senate:",https://www.politifact.com/factchecks/2019/apr/03/jeremiah-samples/has-west-virginias-foster-care-caseload-jumped-two/
Bloggers,"Americans ""would run out of avocados in three weeks"" if imports from Mexico were stopped due to a border closure. ","stated on April 1, 2019 in news articles and blogs:",https://www.politifact.com/factchecks/2019/apr/03/blog-posting/holy-guacamole-would-america-really-run-out-avocad/
Andrew Yang,"""America’s life expectancy has declined for the last three years in a row, the first time in a hundred years, because of surges in suicides and drug overdoses.""","stated on March 22, 2019 in an interview:",https://www.politifact.com/factchecks/2019/apr/03/andrew-yang/overdoses-suicide-driving-drop-us-life-expectancy-/
Kamala Harris,"""In 30 states, average teacher pay is less than the living wage for a family of four.""","stated on March 26, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/apr/01/kamala-harris/does-teacher-pay-fall-short-living-wage-30-states-/
Gary Farmer,"""Some patients who are on transplant lists for kidney or other organs are being dropped from the list simply because they are shown as a licensed card holder"" for medical marijuana.","stated on March 7, 2019 in a Florida Senate meeting:",https://www.politifact.com/factchecks/2019/mar/27/gary-farmer/florida-democrat-says-medical-pot-use-keeps-patien/
Children at Risk,"""Right now, only 11 percent of the 15,000 child care providers in Texas are certified as meeting quality standards.""","stated on March 19, 2019 in a press conference:",https://www.politifact.com/factchecks/2019/mar/22/children-risk/how-many-texas-childcare-providers-meet-quality-st/
Kamala Harris,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt.""","stated on March 6, 2019 in a news release:",https://www.politifact.com/factchecks/2019/mar/21/kamala-harris/kamala-harris-gets-it-mostly-right-americas-rapid-/
Jay Inslee,"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.""","stated on March 19, 2019 in in an interview:",https://www.politifact.com/factchecks/2019/mar/21/jay-inslee/fact-checking-climate-change-crusader-jay-inlees-m/
Tulsi Gabbard,"""We pay far more for health care than any other country in the world, yet we have far worse outcomes than any other country in the world.""","stated on March 10, 2019 in a town hall:",https://www.politifact.com/factchecks/2019/mar/18/tulsi-gabbard/yes-americans-spend-ton-health-care-worst-outcomes/
Bernie Sanders,"I received ""more votes from young people — black, white, Latino, Asian American and Native American — than Donald Trump and Hillary Clinton combined.""","stated on March 10, 2019 in speech at a rally in Concord, New Hampshire:",https://www.politifact.com/factchecks/2019/mar/16/bernie-sanders/did-sanders-get-more-primary-votes-young-minoritie/
Joe Cunningham,"""Seismic airgun blasting (used for energy exploration) is ... 16,000 times louder than"" a conventional airhorn.","stated on March 7, 2019 in a U.S. House hearing:",https://www.politifact.com/factchecks/2019/mar/15/joe-cunningham/yes-airguns-used-oil-gas-exploration-are-16000-tim/
Club for Growth,"Says Beto O’Rourke crashed into barriers, ""causing a collision while driving drunk, then fleeing the scene to avoid accountability.""","stated on March 10, 2019 in in a TV ad:",https://www.politifact.com/factchecks/2019/mar/14/club-growth/beto-orourke-arrested-dwi-flee-scene/
Club for Growth,"Says Beto O’Rourke perpetuated stereotypes, ""casting aspersions on working women whose ‘only qualifications seemed to be large breasts and tight buttocks’.""","stated on March 10, 2019 in in a TV ad:",https://www.politifact.com/factchecks/2019/mar/14/club-growth/beto-orourke-comments-women-were-published-play-/
Jay Inslee,"""We have developed a wind industry (in Washington state) from zero to $6 billion in 12 years.""","stated on March 10, 2019 in in an interview:",https://www.politifact.com/factchecks/2019/mar/13/jay-inslee/did-washington-state-build-6-billion-wind-farms-ov/
Bobby Scott,"""Women earn on average 80-cents on the dollar compared to white men doing similar jobs.""","stated on February 26, 2019 in a speech.:",https://www.politifact.com/factchecks/2019/mar/13/bobby-scott/bobby-scott-says-women-earn-80-percent-pay-white-m/
Bloggers,"""In February alone there were enough illegal immigrants who crossed the border to fill this (Kansas City Chiefs’ Arrowhead) stadium.""","stated on March 11, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2019/mar/12/blog-posting/fact-checking-claim-about-kansas-city-chiefs-stadi/
Elizabeth Warren,"""Trump's campaign manager, Paul Manafort, commits bank and tax fraud and gets 47 months. A homeless man, Fate Winslow, helped sell $20 of pot and got life in prison.""","stated on March 7, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/mar/11/elizabeth-warren/comparing-manaforts-sentence-life-sentence-man-who/
Kiki Curls,"Says Arrowhead Stadium ""is considered the loudest stadium in the world.""","stated on January 22, 2019 in a hearing:",https://www.politifact.com/factchecks/2019/mar/11/kiki-curls/it-true-kansas-citys-arrowhead-stadium-considered-/
Lori Lightfoot,Says the percentage of officers the Chicago Police Board fired after hearing their cases or who chose to resign prior to a board hearing roughly doubled during her tenure.,"stated on March 5, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/mar/10/lori-lightfoot/fact-checking-lightfoots-record-police-discipline/
Greg Abbott,"""On a per capita basis, Irving-Las Colinas has more Fortune 500 companies than any city in the United States of America.""","stated on March 4, 2019 in a press conference:",https://www.politifact.com/factchecks/2019/mar/09/greg-abbott/which-city-has-most-fortune-500-companies-capita/
Jay Inslee,"""The forest fires were so grotesque last year that we had the worst air in the world in Washington."" ","stated on February 20, 2019 in an interview:",https://www.politifact.com/factchecks/2019/mar/08/jay-inslee/fact-checking-presidential-candidate-jay-inslee-cl/
Facebook posts,Facebook video purports to show man flying a hoverboard at over 103 miles per hour.,"stated on July 20, 2018 in a Facebook post:",https://www.politifact.com/factchecks/2019/mar/07/facebook-posts/yep-theres-guy-who-flies-around-jet-powered-hoverb/
Jim Justice,"""This is the largest cumulative surplus for the first six months of any fiscal year in state history.""","stated on January 8, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/mar/06/jim-justice/jim-justice-right-about-record-surplus-2019/
Carol Miller,"""Just two weeks ago, Customs and Border Protection seized enough fentanyl to kill every person in West Virginia 32 times over.""","stated on February 15, 2019 in a tweeted video:",https://www.politifact.com/factchecks/2019/mar/06/carol-miller/would-one-fentanyl-seizure-be-able-kill-every-west/
Roy Cooper,"""Right now, four in 10 public schools in our state are at least 50 years old.""","stated on February 25, 2019 in his State of the State address:",https://www.politifact.com/factchecks/2019/mar/05/roy-cooper/cooper-calls-attention-aging-north-carolina-school/
Kirsten Gillibrand,"""A black woman in New York City is 12 times more likely to die in childbirth than a white woman.""","stated on February 7, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/mar/02/kirsten-gillibrand/gillibrand-raises-issue-racial-disparity-maternal-/
Ilhan Omar,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""","stated on February 27, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/mar/01/ilhan-omar/cohen-and-abrams-double-standard-lying-congress/
Henry Cuellar,"Says President Donald Trump ""put out a $297 million contract to a vendor to show him how to hire Border Patrol. So, the first payment they made was $14.8 million. You know how many Border Patrol they hired with $14.8 million? Two.""","stated on February 22, 2019 in a press conference:",https://www.politifact.com/factchecks/2019/mar/01/henry-cuellar/fact-checking-texas-congressman-border-patrol-hiri/
Chip Roy,"""We amass about $100 million in debt per hour, which means we've blown through 300, 400, 450 million dollars during this charade.""","stated on February 27, 2019 in a hearing for the House Oversight and Government Reform Committee:",https://www.politifact.com/factchecks/2019/feb/28/chip-roy/2019-united-states-will-rack-about-100-million-deb/
Terry Katsma,"""The rainy day fund … is $320 million. That's much more than what it has been in the past."" ","stated on February 17, 2019 in a TV interview:",https://www.politifact.com/factchecks/2019/feb/28/terry-katsma/state-lawmakers-claim-about-rainy-day-fund-money/
Craig Thompson,"Among neighboring states, the condition of Wisconsin highways was rated ""not only the worst, but it was worse by a gaping margin.""","stated on January 27, 2019 in an interview:",https://www.politifact.com/factchecks/2019/feb/26/craig-thompson/thompson-correct-wisconsin-has-the-biggest-hig/
David Price,"Says border ""crossings remain at historically low levels.""","stated on February 14, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/feb/22/david-price/are-border-crossings-historically-low-levels-rep-d/
Amy Klobuchar,"Prescription drugs ""are nearly 20 percent of our health care costs now when you include hospital prescription drugs.""","stated on February 18, 2019 in a town hall:",https://www.politifact.com/factchecks/2019/feb/22/amy-klobuchar/20-health-costs-are-prescription-drugs-presidentia/
Jason Smith,"Federal workers ""are paid well above the HOUSEHOLD income in southern Missouri.""","stated on January 30, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/feb/21/jason-smith/federal-workers-are-paid-more-average-southern-mis/
Joe Manchin,"The partial government shutdown in early 2019 affected ""18,000 federal employees in West Virginia.""","stated on January 2, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/feb/20/joe-manchin/was-joe-manchin-right-about-scale-shutdowns-impact/
Beto O'Rourke,"When visa holders exit the United States and enter Mexico, ""if they leave through a land port of entry we literally have no clue if they are still here or have returned to their country of origin.""","stated on February 8, 2019 in a blog post:",https://www.politifact.com/factchecks/2019/feb/15/beto-orourke/beto-orourke-says-us-has-no-clue-when-visa-holders/
Jerrold Nadler,"""In 2011, for example, the United Kingdom had 146 deaths due to gun violence; Denmark, 71; Portugal, 142; and Japan, 30. But last year, in the United States, almost 40,000.""","stated on February 6, 2019 in a committee hearing:",https://www.politifact.com/factchecks/2019/feb/14/jerrold-nadler/does-us-have-more-gun-deaths-1-day-other-countries/
Roy Cooper,"Says ""30,000 veterans in North Carolina have no health insurance.""","stated on January 30, 2019:",https://www.politifact.com/factchecks/2019/feb/14/roy-cooper/studies-mostly-support-nc-governors-claim-about-un/
Facebook posts,"Since 1938 the minimum wage has been increased ""23 times"" and was raised ""21 times during Democratic congresses, and only twice during Republican ones.""","stated on February 11, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2019/feb/14/facebook-posts/yes-democrats-held-majority-almost-every-time-cong/
Darren Jackson,"""Expanding Medicaid would bring 40,000 jobs to North Carolina.""","stated on January 30, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/feb/13/darren-jackson/would-medicaid-expansion-bring-40000-jobs-north-ca/
Matt Gaetz,"""In 1992, the Democratic Party had in their platform provisions that said that illegal aliens were coming in this country, committing felonies, sent back and then they were right back across the border to do the same thing.""","stated on February 7, 2019 in an interview on CNN:",https://www.politifact.com/factchecks/2019/feb/13/matt-gaetz/matt-gaetz-said-democrats-platform-once-said-illeg/
John Nygren,"""Today, property taxes are lower than they were in 2010.""","stated on January 11, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/feb/08/john-nygren/wisconsin-state-rep-john-nygren-hits-pay-dirt-prop/
Patrick Morrisey,"Obamacare premiums ""have gone up 160 percent in West Virginia in 4 yrs.""","stated on January 6, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2019/feb/07/patrick-morrisey/did-obamacare-premiums-rise-160-percent-west-virgi/
Michael Bloomberg,"""All of this work helped us increase graduation rates by 42 percent and substantially reduce the racial achievement gap.""","stated on January 21, 2019 in a speech:",https://www.politifact.com/factchecks/2019/feb/07/michael-bloomberg/bloomberg-claims-education-gains/
Civitas Institute,"""There are almost 60,000 North Carolina children on waiting lists to access a school that works best for them.""","stated on January 28, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/feb/05/civitas-institute/civitas-institute-mostly-correct-school-choice-wai/
Shelley Moore Capito,"""Our economy is growing at its fastest pace in nearly four years. Unemployment is at an all-time low.""","stated on January 3, 2019 in an op-ed:",https://www.politifact.com/factchecks/2019/feb/04/shelley-moore-capito/shelley-moore-capito-mostly-right-about-recent-gdp/
Wisconsin Republican Legislative leaders,"""Not a dollar would be paid out until jobs in the Foxconn development area were created.""","stated on January 30, 2019 in news release:",https://www.politifact.com/factchecks/2019/feb/01/wisconsin-republican-legislative-leaders/gop-leaders-claim-foxconn-wont-get-dollar-taxpayer/
Elizabeth Warren,"""The top 0.1 percent ... own about the same wealth as 90 percent of America."" ","stated on January 29, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/jan/31/elizabeth-warren/warren-top-01-own-about-much-bottom-90/
Howard Schultz,"""Over 40 percent of the American people don't have $400 in the bank.""","stated on January 27, 2019 in an interview on CBS:",https://www.politifact.com/factchecks/2019/jan/29/howard-schultz/checking-howard-schultzs-claim-40-percent-american/
Joe Manchin,"""President Trump has the strongest support percentage-wise in our state than any other state in the nation. He won West Virginia by almost 43 percentage points and he's been carrying close to 60 percent approval.""","stated on January 8, 2019 in an interview on Bloomberg television:",https://www.politifact.com/factchecks/2019/jan/28/joe-manchin/donald-trumps-approval-rating-highest-all-west-vir/
Tim Kaine,"""We took a deal to the president just last February, less than a year ago -- $25 billion over 10 years in border security done the right way - and the president blew up the deal.""","stated on January 9, 2019 in a TV interview.:",https://www.politifact.com/factchecks/2019/jan/15/tim-kaine/tim-kaine-mostly-accurate-about-trump-nixing-25-bi/
Jim Justice,"""As of September 2018, there are 6,683 WV children in foster care — 1,415 of whom are legally eligible for adoption.""","stated on November 9, 2018 in a tweet:",https://www.politifact.com/factchecks/2019/jan/10/jim-justice/jim-justice-mostly-correct-adoption-statistics/
Tammy Baldwin,"""Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.""","stated on January 2, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/jan/09/tammy-baldwin/sen-tammy-baldwin-makes-hay-farm-claim/
Paul Vallas,"""I took over the school district when it had a $1 billion structural deficit and left them with $1 billion in cash and 70,000 more students than they have today.""","stated on December 31, 2018 in a radio interview:",https://www.politifact.com/factchecks/2019/jan/06/paul-vallas/vallas-claims-cps-healthier-under-his-watch/
Bloggers,"""Hillary on child aliens in 2014: Send them back.""","stated on December 17, 2018 in a Facebook post:",https://www.politifact.com/factchecks/2019/jan/02/blog-posting/did-hillary-clinton-say-migrant-children-should-be/
Dallas Woodhouse,"Says no elections protest was filed, McCready conceded and ""every"" county board certified its results from the Mark Harris, Dan McCready race.","stated on December 8, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/dec/21/dallas-woodhouse/nc-gop-leader-mostly-right-about-lack-protests-ele/
Jerry Brown,"California’s budget surplus is about ""$30 billion""","stated on December 11, 2018 in an NPR interview:",https://www.politifact.com/factchecks/2018/dec/18/jerry-brown/does-california-have-budget-surplus-nearly-30-bill/
Carl Heastie,"""Under any objective measure, our static compensation has failed to keep pace with economic realities.""","stated on November 30, 2018 in a public hearing:",https://www.politifact.com/factchecks/2018/dec/14/carl-heastie/heastie-says-legislators-compensation-hasnt-kept-p/
Jim Justice,"""WV's tourism industry grew at a rate 30% above the national rate in 2017. This increase reversed a four-year decline in which travel-generated spending fell more than $600 million.""","stated on September 19, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/dec/14/jim-justice/did-tourism-west-virginia-increase-faster-us-whole/
Bloggers,"""Migrants DEMAND $50,000 each to go home, or else …""","stated on December 12, 2018 in a blog post:",https://www.politifact.com/factchecks/2018/dec/13/blog-posting/did-migrant-caravan-demand-united-states-50000-eac/
Tony Evers,"""At least three or four of the pieces that are in"" in the Republican lame-duck legislation, Scott Walker ""has vetoed previously."" ","stated on December 9, 2018 in an interview:",https://www.politifact.com/factchecks/2018/dec/13/tony-evers/controversial-wisconsin-lame-duck-session-will-sco/
Bloggers,"""Border Patrol agents were caught on film destroying supplies left to help migrants""","stated on December 9, 2018 in a Facebook post:",https://www.politifact.com/factchecks/2018/dec/11/blog-posting/it-true-years-old-video-shows-border-patrol-agents/
Bloggers,"""Principal bans candy canes.""","stated on December 9, 2018 in a headline:",https://www.politifact.com/factchecks/2018/dec/11/blog-posting/yes-school-principal-tried-ban-candy-canes/
Jim Justice,"""Hunters contribute more than $500 million"" to West Virginia.","stated on November 5, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/dec/10/jim-justice/do-hunters-contribute-more-500-million-west-virgin/
Miro Weinberger,"""As a city, we currently use about 4 percent less electricity today than we used in 1989.""","stated on December 7, 2018 in Speech on carbon pricing. :",https://www.politifact.com/factchecks/2018/dec/08/miro-weinberger/burlington-using-less-electricity-now-1989-its-not/
Roman Prezioso,"""Fifty percent of our (West Virginia) budget was for lower education.""","stated on November 29, 2018 in a panel discussion at West Virginia University:",https://www.politifact.com/factchecks/2018/dec/06/roman-prezioso/does-west-virginia-spend-half-its-budget-k-12-educ/
Amy Klobuchar,"""After a decade of progress, the rate of uninsured children is now rising."" ","stated on December 3, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/dec/05/amy-klobuchar/amy-klobuchar-number-rate-children-without-insuran/
Terry McAuliffe,"During his governorship: ""Every single city and county in Virginia, their unemployment dropped, and in most of the rural communities, it dropped more than 50 percent."" ","stated on November 28, 2018 in a radio interview.:",https://www.politifact.com/factchecks/2018/dec/04/terry-mcauliffe/terry-mcauliffe-mostly-right-about-his-jobs-record/
Gavin Newsom,"There was ""an estimated $5.3 million of economic loss just for a few hours of shutting down the border. You’re talking about millions and millions of dollars — billions of dollars — of economic consequence, if we continue with this rhetoric around shutting down the border without considering what that means.""","stated on November 29, 2018 in a press conference at the border:",https://www.politifact.com/factchecks/2018/dec/03/gavin-newsom/did-californias-border-closure-cost-53m-economic-l/
Joe Manchin,"The United States imports ""50 percent of at least 50 mineral commodities each year, including 100 percent of 21 of them.""","stated on October 14, 2018 in an op-ed:",https://www.politifact.com/factchecks/2018/dec/03/joe-manchin/how-much-does-us-depend-imports-key-minerals/
Sarah Huckabee Sanders,"""Tear gas was used on average once a month during the Obama administration for very similar circumstances.""","stated on November 27, 2018 in a press briefing:",https://www.politifact.com/factchecks/2018/nov/28/sarah-huckabee-sanders/sarah-sanders-says-obama-tear-gas-border-month/
Gordon Hintz,"""One year ago, (Republicans) would not fill seats vacated for people who went to the administration because of the cost of those elections. Now, they’re talking about changing the rules to add additional elections that will cost millions of dollars of taxpayer expense.""","stated on November 18, 2018 in a TV interview:",https://www.politifact.com/factchecks/2018/nov/28/gordon-hintz/state-rep-hintz-hits-target-claim-against-republic/
Gwen Moore,"""We have lost over $1 billion in not taking the Medicaid expansion money, only to insure fewer people.""","stated on November 8, 2018 in a TV interview:",https://www.politifact.com/factchecks/2018/nov/20/gwen-moore/us-rep-gwen-moore-correctly-says-fewer-are-insured/
Kirsten Gillibrand,"""Studies even show that when women go to Congress they get more things done - more bipartisan effort, more bills passed.""","stated on November 12, 2018 in a television interview:",https://www.politifact.com/factchecks/2018/nov/16/kirsten-gillibrand/gilibrand-champions-women-legislators/
Marco Rubio,"""#Broward elections department has a history of violating the law.""","stated on November 8, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/nov/12/marco-rubio/marco-rubio-says-broward-elections-office-has-hist/
Scott Galloway,"""The number of people who just got their voting rights restored in Florida is greater than the populations of Wyoming, Vermont, Alaska, North Dakota, South Dakota, Delaware, Rhode Island, Montana, Maine and New Hampshire.""","stated on November 7, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/nov/08/steve-galloway/more-felons-regained-right-vote-florida-population/
Bloggers,"Says Clint Eastwood said ""one day we will realize that the Barack Obama presidency was the biggest fraud ever perpetrated on the American people."" ​","stated on November 6, 2018 in a post on Facebook:",https://www.politifact.com/factchecks/2018/nov/07/blog-posting/fraud-vs-hoax-viral-post-gets-clint-eastwood-knock/
West Virginia Republican Party,"""What did Joe Manchin say about civility? Today, he said he wanted to ‘beat the living crap out of’ his Republican opponent during their debate.""","stated on November 3, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/nov/05/west-virginia-republican-party/what-did-joe-manchin-say-about-beating-patrick-mor/
Environmental Defense Fund Action,"Says Texas U.S. Rep. John Culberson ""was caught using campaign cash on collectibles, including Civil War memorabilia and fossils.""","stated on October 29, 2018 in a mailer to Texas homes:",https://www.politifact.com/factchecks/2018/nov/03/environmental-defense-fund-action/did-texas-us-rep-john-culberson-use-campaign-money/
Tammy Baldwin,"Says that after the overdose death of a Tomah VA veteran, she ""brought both parties together to help pass a law"" to ""make the VA accountable and also to stop the overprescribing of"" opioids.","stated on September 26, 2018 in a campaign ad:",https://www.politifact.com/factchecks/2018/nov/02/tammy-baldwin/baldwin-bipartisan-bill-claim-scores-comes-caveat/
Scott Walker,"Says Tony Evers wants to give in-state tuition and drivers licenses to ""illegal aliens.""","stated on October 23, 2018 in a campaign ad:",https://www.politifact.com/factchecks/2018/nov/02/scott-walker/walker-scores-illegal-aliens-claim-against-evers/
Heidi Heitkamp,"""President Donald Trump even referred to one of (Kevin) Cramer’s health care repeal bills as 'mean' because the bill gutted protections for North Dakotans with preexisting conditions.""","stated on October 28, 2018 in an op-ed in the Bismarck Tribune:",https://www.politifact.com/factchecks/2018/nov/01/heidi-heitkamp/did-donald-trump-call-republican-health-care-plan-/
Kendra Fershee,"""Poverty in WV is more than 5% higher than the national average.""","stated on September 19, 2018 in a Facebook post:",https://www.politifact.com/factchecks/2018/nov/01/kendra-fershee/west-virginia-poverty-5-higher-us-whole/
Ron DeSantis,"Says Andrew Gillum was ""singing a different tune"" about charter schools at the Florida debate.","stated on October 24, 2018 in a debate at Broward College:",https://www.politifact.com/factchecks/2018/oct/29/ron-desantis/does-andrew-gillum-want-get-rid-charter-schools-fl/
Linda Coleman,"""George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage"" for their pre-existing conditions.","stated on October 23, 2018:",https://www.politifact.com/factchecks/2018/oct/29/linda-coleman/holding-voted-quite-consistently-healthcare-bills/
Chaz Beasley,"""For perspective, Special Session costs you $50k, every single day. That’s roughly the average teacher’s salary in NC.""","stated on August 23, 2018:",https://www.politifact.com/factchecks/2018/oct/23/chaz-beasley/dems-claim-session-costs-much-teacher/
Tony Evers,"Says Scott Walker supports ""a health care plan that would gut protections for pre-existing conditions."" ","stated on October 10, 2018 in a campaign video:",https://www.politifact.com/factchecks/2018/oct/18/tony-evers/scott-walker-says-he-would-cover-pre-existing-cond/
House Majority PAC,"Says U.S. Rep. Mimi Walters ""votes with Donald Trump 99 percent of the time.""","stated on October 9, 2018 in a TV ad:",https://www.politifact.com/factchecks/2018/oct/16/house-majority-pac/does-mimi-walters-support-trump-99-percent-time/
Andrea Mitchell,"A letter to President Donald Trump from 22 senators ""is a way of saying to the president, ‘You are now under an affirmative requirement, legal requirement, to investigate' "" journalist Jamal Khashoggi’s disappearance and suspected murder.","stated on October 14, 2018 in in a panel discussion:",https://www.politifact.com/factchecks/2018/oct/16/andrea-mitchell/can-congress-force-donald-trump-investigate-missin/
Joe Donnelly,"""At (Mike Braun’s) company, the deductible on his health care is $10,000.""","stated on October 8, 2018 in Indiana Senate debate:",https://www.politifact.com/factchecks/2018/oct/11/joe-donnelly/mike-braun-health-care-10000-deductibles/
Gavin Newsom,"""Only Duterte’s Philippines and Trump’s United States of America have money bail.""","stated on October 8, 2018 in a gubernatorial debate:",https://www.politifact.com/factchecks/2018/oct/09/gavin-newsom/are-us-philippines-only-two-countries-money-bail/
Taylor Swift,"Says Marsha Blackburn ""voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape.""","stated on October 7, 2018 in an Instagram post:",https://www.politifact.com/factchecks/2018/oct/09/taylor-swift/taylor-swift-marsha-blackburn-voted-against-reauth/
Andrew Gillum,"Says Tallahassee ""is experiencing a five-year low in our crime rate.""","stated on September 30, 2018 in CBS4 interview:",https://www.politifact.com/factchecks/2018/oct/08/andrew-gillum/andrew-gillum-says-crime-dropping-tallahassee/
Ron DeSantis,"Says Andrew Gillum has presided over ""the highest crime in Florida four years running.""","stated on September 23, 2018 in CBS4 interview:",https://www.politifact.com/factchecks/2018/oct/08/ron-desantis/ron-desantis-says-tallahassee-mayor-andrew-gillum-/
Joe Manchin,"""I voted to fund President Trump’s wall.""","stated on June 14, 2018 in a campaign ad:",https://www.politifact.com/factchecks/2018/oct/05/joe-manchin/did-joe-manchin-vote-fund-border-wall/
Donald Trump,"Says Sen. Richard Blumenthal ""lied about his service"" in Vietnam.","stated on October 2, 2018 in a rally in Southaven, Miss.:",https://www.politifact.com/factchecks/2018/oct/04/donald-trump/donald-trump-sen-blumenthal-lied-about-his-service/
Congressional Leadership Fund,"Says New Jersey U.S. Rep. Leonard Lance was ""rated among the most bipartisan in Congress."" ","stated on September 27, 2018 in a campaign ad:",https://www.politifact.com/factchecks/2018/oct/02/congressional-leadership-fund/new-jerseys-leonard-lance-bipartisan-least-perspec/
Rick Scott,"Says Bill Nelson ""skipped 45 percent of the hearings on national security.""","stated on September 18, 2018 in an ad:",https://www.politifact.com/factchecks/2018/oct/01/rick-scott/fact-checking-gov-rick-scotts-attack-sen-bill-nels/
Donald Trump,"""Since NAFTA’s adoption, the United States racked up trade deficits totaling more than $2 trillion.""","stated on October 1, 2018 in a White House press event:",https://www.politifact.com/factchecks/2018/oct/01/donald-trump/has-us-racked-2-trillion-trade-deficits-nafta-bega/
Patrick Morrisey,"""Joe Manchin has a ‘D' rating from the NRA.""","stated on September 7, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/sep/28/patrick-morrisey/does-joe-manchin-have-d-rating-national-rifle-asso/
E. Gordon Gee,"West Virginia University’s incoming freshman class has the ""highest-ever GPA""","stated on February 12, 2018 in a letter to the university community:",https://www.politifact.com/factchecks/2018/sep/28/e-gordon-gee/does-west-virginia-universitys-incoming-freshman-c/
Corey Stewart,"Tim Kaine: ""opposes everything President Trump does.""","stated on July 21, 2018 in a debate.:",https://www.politifact.com/factchecks/2018/sep/26/corey-stewart/stewart-close-describing-kaines-opposition-trump/
Scott Walker,"""Tony Evers says that tax dollars should pay for the abortions just like they pay for tonsillectomies.""","stated on September 17, 2018 in a poll:",https://www.politifact.com/factchecks/2018/sep/26/scott-walker/scott-walkers-claim-tony-evers-said-taxes-should-p/
